1,2,5,A,B,C
"[0, 41, 49]",0.0018049721667921113,0.5189402014245252,0,41,49
"[0, 41, 53]",0.03396235454462946,0.632583339104249,0,41,53
"[0, 41, 54]",0.02273550539380917,-0.15170785491500016,0,41,54
"[0, 41, 55]",0.04910173025857872,-8.087405097952857,0,41,55
"[0, 41, 56]",0.02084327903964257,-2.115777195747556,0,41,56
"[0, 41, 65]",0.056242940579492716,-2.289663475800083,0,41,65
"[0, 41, 66]",0.019390361172751332,0.039026281961247015,0,41,66
"[0, 42, 49]",0.025847834641470988,-3.317207180364877,0,42,49
"[0, 42, 61]",0.005876572903399227,-7.857730860019831,0,42,61
"[0, 42, 67]",0.0006581553087612624,-6.469738503287289,0,42,67
"[0, 44, 50]",0.012404149425251141,-8.96619664087954,0,44,50
"[0, 44, 56]",0.016156799983713124,-1.7501707847689456,0,44,56
"[0, 44, 58]",0.025308776428992555,-1.3512631374247768,0,44,58
"[0, 44, 61]",0.13822368597228524,3.741977342854273,0,44,61
"[0, 44, 65]",0.022565087941042773,-5.0429320233318515,0,44,65
"[0, 44, 67]",0.12941552391978842,-2.9551059196476035,0,44,67
"[0, 46, 47]",3.285330830352554e-05,-11.130394741411042,0,46,47
"[0, 46, 56]",0.057395317796248235,-2.0909400071733706,0,46,56
"[0, 46, 58]",0.029275266201978362,-4.382834864888656,0,46,58
"[0, 46, 67]",0.0666824312135709,-1.444135279295871,0,46,67
"[0, 47, 49]",0.02370914586688924,-15.139532512836347,0,47,49
"[0, 47, 53]",0.02517890076025136,-7.564320860040711,0,47,53
"[0, 47, 54]",9.613435539289962e-09,-7.750896827711452,0,47,54
"[0, 47, 61]",0.04804938291422325,-3.0609595718021314,0,47,61
"[0, 47, 66]",0.014942872807359325,-12.818025894577,0,47,66
"[0, 47, 67]",0.04804938291422325,-3.801838684706741,0,47,67
"[0, 49, 54]",0.07625599298311199,0.6989409231654358,0,49,54
"[0, 49, 55]",0.05076189601283935,-3.4180584157306932,0,49,55
"[0, 49, 65]",0.03955326415724463,-1.3193230621957228,0,49,65
"[0, 49, 67]",0.07906544539272574,-1.4231816372161568,0,49,67
"[0, 50, 61]",0.10219213420230412,0.1802548885877009,0,50,61
"[0, 53, 54]",0.00772723511500192,1.0086855568362931,0,53,54
"[0, 53, 55]",0.03007862226531988,-6.888209946302941,0,53,55
"[0, 53, 56]",0.12146043095554837,0.6471546691061683,0,53,56
"[0, 53, 65]",0.018742931365557745,-1.593743079353641,0,53,65
"[0, 54, 61]",0.10179966797094736,-0.339367705625252,0,54,61
"[0, 54, 65]",0.056242940579492716,-4.1384520699791585,0,54,65
"[0, 56, 58]",0.029275266201978362,-4.136990716840055,0,56,58
"[0, 56, 61]",0.030914352484928614,-4.81415482060702,0,56,61
"[0, 58, 67]",0.027842623884503943,-2.8884176042713072,0,58,67
"[0, 61, 65]",0.04649067902726989,-0.5983733044052943,0,61,65
"[0, 65, 66]",0.0015280575862058631,-6.471917381284591,0,65,66
"[0, 66, 67]",0.00814794370037804,-6.270038362023296,0,66,67
"[1, 2, 3]",0.00812784401668077,-6.110280234175158,1,2,3
"[1, 2, 4]",0.0961689608970578,-6.2336038130352485,1,2,4
"[1, 2, 5]",5.702908138103853e-06,-9.558252192488494,1,2,5
"[1, 2, 9]",0.004655107170059452,-7.748556913961762,1,2,9
"[1, 2, 17]",0.013275576930959607,-15.365899344006904,1,2,17
"[1, 2, 19]",0.073564609087241,-10.355798878930102,1,2,19
"[1, 2, 35]",0.04804938291422342,3.358821415688734,1,2,35
"[1, 2, 37]",0.00013046689635604517,-4.126381231926132,1,2,37
"[1, 2, 38]",0.04804938291422342,2.792222226587736,1,2,38
"[1, 2, 39]",3.285330830340017e-05,-1.6331564112077253,1,2,39
"[1, 2, 51]",0.040228867392125466,-9.72450256826026,1,2,51
"[1, 2, 53]",0.05684872314298935,-10.72576913019617,1,2,53
"[1, 2, 60]",0.042738344981360685,-15.47488436924693,1,2,60
"[1, 2, 65]",0.005390232840867613,-8.461995045848319,1,2,65
"[1, 3, 5]",0.06727020329107977,0.18465947077831268,1,3,5
"[1, 3, 14]",0.0023415764926295306,-5.218503046856263,1,3,14
"[1, 3, 20]",0.08372424077579163,2.3793634525604466,1,3,20
"[1, 3, 22]",0.004666050970986869,-0.1954662424934419,1,3,22
"[1, 3, 25]",0.09166365995235637,-7.432775504284228,1,3,25
"[1, 3, 31]",0.03451911940158901,0.16215508584052785,1,3,31
"[1, 3, 34]",0.029902042988456393,-2.8271657142718976,1,3,34
"[1, 3, 37]",0.02316972035787461,-4.537125751582104,1,3,37
"[1, 3, 38]",0.08959758166316767,5.593301465444274,1,3,38
"[1, 3, 44]",0.07213169195045209,-13.409354316696348,1,3,44
"[1, 3, 51]",0.09994238654867464,1.53696462608056,1,3,51
"[1, 3, 56]",0.058284014777144025,-3.32229571241923,1,3,56
"[1, 3, 60]",0.01958433922987607,-2.4579195603369897,1,3,60
"[1, 3, 69]",0.03381907779120785,-0.5936801377615293,1,3,69
"[1, 4, 5]",0.1513878188659976,13.321608824644072,1,4,5
"[1, 4, 9]",0.1513878188659976,5.560166098662915,1,4,9
"[1, 4, 14]",0.04260096924482108,-7.076015263135058,1,4,14
"[1, 4, 15]",0.10287542825993548,-9.265437181887943,1,4,15
"[1, 4, 25]",0.09166365995235637,-6.309279664146522,1,4,25
"[1, 4, 31]",0.015431521841321622,-4.226814544663425,1,4,31
"[1, 4, 35]",0.1513878188659976,10.118417012878234,1,4,35
"[1, 4, 38]",0.1513878188659976,12.221400388325947,1,4,38
"[1, 4, 39]",0.1513878188659976,13.63809642058682,1,4,39
"[1, 4, 42]",0.04912407463149437,-6.6490049325123115,1,4,42
"[1, 4, 48]",0.04166896728427047,1.14310925605845,1,4,48
"[1, 4, 56]",0.11026591095447487,0.03984323954249902,1,4,56
"[1, 4, 57]",0.1513878188659976,15.24054627983844,1,4,57
"[1, 4, 58]",0.004304745737578404,-0.6887555673239376,1,4,58
"[1, 4, 60]",0.028997791309416775,-0.3800891283557313,1,4,60
"[1, 4, 64]",0.04507870643752,1.9650381843090836,1,4,64
"[1, 4, 65]",0.06429892239849844,-1.0493270801542938,1,4,65
"[1, 5, 9]",0.047621524586232526,-1.2216410419765564,1,5,9
"[1, 5, 14]",0.12734959672082571,8.848656561749621,1,5,14
"[1, 5, 15]",0.04085463725882173,2.4873404162804604,1,5,15
"[1, 5, 18]",0.0850483171983331,1.9429154190125837,1,5,18
"[1, 5, 19]",0.08902470879704955,3.9890243071846316,1,5,19
"[1, 5, 20]",0.08372424077579163,3.2433831011896133,1,5,20
"[1, 5, 31]",0.0004593493881693172,-7.504254184241438,1,5,31
"[1, 5, 34]",0.000398408748091554,-2.8788142847626186,1,5,34
"[1, 5, 36]",0.08111470496319781,3.1505662321247847,1,5,36
"[1, 5, 37]",0.03433322150190563,-3.4391151234892874,1,5,37
"[1, 5, 38]",0.0961689608970578,-6.5912699535385135,1,5,38
"[1, 5, 48]",0.07882666456110471,-2.1403720724613717,1,5,48
"[1, 5, 49]",0.1513878188659976,9.550290623174279,1,5,49
"[1, 5, 55]",5.569151896195694e-06,-1.2480333987185643,1,5,55
"[1, 5, 56]",0.04966223738587602,1.55967909331586,1,5,56
"[1, 5, 69]",0.011498049136616045,-1.586166963930081,1,5,69
"[1, 9, 14]",0.0009428888083569824,-11.485311904594266,1,9,14
"[1, 9, 18]",0.02209744319615408,-5.114732616815643,1,9,18
"[1, 9, 20]",0.08372424077579163,1.6815945099246878,1,9,20
"[1, 9, 25]",0.044452571542450296,-2.392532587678293,1,9,25
"[1, 9, 26]",0.09616896089705793,-5.2790767755216015,1,9,26
"[1, 9, 31]",0.003193133667571759,-5.321008233405681,1,9,31
"[1, 9, 36]",0.06636261217477182,-3.063017131555976,1,9,36
"[1, 9, 37]",0.02916448070719553,-3.106288388745569,1,9,37
"[1, 9, 38]",0.007287421938042206,-0.7617135675653275,1,9,38
"[1, 9, 39]",0.06496750620076362,0.35632778449345714,1,9,39
"[1, 9, 42]",0.047432987488299085,-11.103055532438834,1,9,42
"[1, 9, 44]",5.553273265882205e-06,-0.9017770633608072,1,9,44
"[1, 9, 48]",0.07882666456110471,-1.4801546113603603,1,9,48
"[1, 9, 53]",0.13862539769624796,1.0699756332162167,1,9,53
"[1, 9, 55]",0.11481438144622673,-1.2325798309751246,1,9,55
"[1, 9, 56]",0.04966223738587602,0.6880114778420774,1,9,56
"[1, 9, 69]",0.003151290796352991,-3.288286006758157,1,9,69
"[1, 14, 18]",0.005249169277821604,-5.624279688569741,1,14,18
"[1, 14, 19]",0.07106607713456982,-7.087468850127259,1,14,19
"[1, 14, 34]",0.04651569912266549,0.10596637628229287,1,14,34
"[1, 14, 35]",0.04260096924482135,-6.574384860274392,1,14,35
"[1, 14, 38]",0.04260096924482135,-5.854880359104701,1,14,38
"[1, 14, 39]",0.0288736179706226,-0.0648749605409975,1,14,39
"[1, 14, 42]",0.024900966147794943,0.7455089465692026,1,14,42
"[1, 14, 44]",0.024343526288704332,-0.5472318530499649,1,14,44
"[1, 14, 55]",0.003643411603806542,-11.383210281582278,1,14,55
"[1, 14, 58]",0.04887156170983932,-8.139877623711264,1,14,58
"[1, 14, 59]",0.04260096924482135,-5.934724258583093,1,14,59
"[1, 14, 69]",0.014083790859147726,-3.41847723294061,1,14,69
"[1, 15, 17]",0.005097746671399258,-13.8272859804848,1,15,17
"[1, 15, 19]",0.0009085630658464164,-14.731043175894607,1,15,19
"[1, 15, 36]",0.10003690607823927,-13.211126329390414,1,15,36
"[1, 15, 38]",0.04849623415141322,-7.211185948665022,1,15,38
"[1, 15, 44]",0.021165706885672642,-0.3666340967159414,1,15,44
"[1, 15, 49]",0.10287542825993576,-8.990375430408129,1,15,49
"[1, 15, 51]",0.04739969586752775,-11.283348263687186,1,15,51
"[1, 15, 60]",0.051688833334970825,-17.83342789640956,1,15,60
"[1, 17, 18]",0.059296660653494676,1.03697908850663,1,17,18
"[1, 17, 19]",0.07881638496083343,1.41589879420356,1,17,19
"[1, 17, 22]",0.06632288742533378,0.001226144697238141,1,17,22
"[1, 17, 26]",0.07491207721471738,6.815174350259793,1,17,26
"[1, 17, 36]",0.01107579784374328,-6.076284127783674,1,17,36
"[1, 17, 42]",0.030110412861045526,-3.508540739816638,1,17,42
"[1, 17, 44]",0.06976198287257204,3.3574593174331784,1,17,44
"[1, 17, 59]",0.07491207721471738,0.1284855918350214,1,17,59
"[1, 17, 64]",0.004460158517713077,-6.991930207331874,1,17,64
"[1, 17, 69]",0.0069955230369672106,-5.016538133508245,1,17,69
"[1, 18, 35]",0.08504831719833318,4.321035864123822,1,18,35
"[1, 18, 42]",0.028858579727037675,-0.665864030759046,1,18,42
"[1, 18, 51]",0.08833899458415775,2.0395109672030047,1,18,51
"[1, 18, 69]",0.03776102467604327,0.04487400688910004,1,18,69
"[1, 19, 22]",0.02359207219735733,-2.708240991168587,1,19,22
"[1, 19, 25]",0.05315174831411737,-2.4298095067451584,1,19,25
"[1, 19, 31]",0.0682392724445271,3.148735183913857,1,19,31
"[1, 19, 34]",0.15415469454156086,8.300622254010733,1,19,34
"[1, 19, 35]",0.09368265075453773,-1.745714371818284,1,19,35
"[1, 19, 36]",0.03805960509453083,-2.7395026356294143,1,19,36
"[1, 19, 39]",0.048049382914223435,3.0003419661696924,1,19,39
"[1, 19, 48]",0.007125474674890948,-2.3749622146094467,1,19,48
"[1, 19, 56]",0.02611964773163258,-1.0275371866264535,1,19,56
"[1, 19, 58]",0.00014476928499310352,-2.440218569912748,1,19,58
"[1, 19, 65]",0.036653597058255626,-0.26401092814898064,1,19,65
"[1, 19, 69]",0.018523048746887184,-1.159215638726856,1,19,69
"[1, 20, 35]",0.08372424077579199,4.384774870913346,1,20,35
"[1, 20, 39]",0.08372424077579199,4.23972783837964,1,20,39
"[1, 20, 49]",0.08372424077579199,3.3982970264741517,1,20,49
"[1, 20, 59]",0.003133369670854777,-3.341778437536542,1,20,59
"[1, 20, 60]",0.02714541313014768,-4.051031266855155,1,20,60
"[1, 22, 25]",0.006017553384061146,-12.083205443671696,1,22,25
"[1, 22, 27]",0.1743504036641874,1.97087301343122,1,22,27
"[1, 22, 31]",9.006818782140602e-07,-13.321246623727427,1,22,31
"[1, 22, 34]",0.04175344408345708,-11.095490911174927,1,22,34
"[1, 22, 35]",0.2364169544976281,7.987954186958997,1,22,35
"[1, 22, 37]",0.14434145917687172,6.529555084396892,1,22,37
"[1, 22, 42]",0.03373030561386363,-1.260733740396773,1,22,42
"[1, 22, 44]",8.257529418937033e-06,-0.2858282507520471,1,22,44
"[1, 22, 53]",0.1180932886788406,-0.9752095611598044,1,22,53
"[1, 22, 55]",8.322508127517275e-06,-1.3738751528057396,1,22,55
"[1, 22, 56]",0.002284232023577463,-2.5413205713850293,1,22,56
"[1, 22, 57]",0.16530947230462031,3.2206973285095497,1,22,57
"[1, 22, 58]",0.062224104466239376,-3.270133381241699,1,22,58
"[1, 22, 59]",0.2364169544976281,11.052660138950236,1,22,59
"[1, 22, 60]",0.07718969019558668,-1.0121760580024066,1,22,60
"[1, 22, 65]",0.036653597058255626,-0.531712502016731,1,22,65
"[1, 25, 26]",0.0916636599523566,-5.854445809580555,1,25,26
"[1, 25, 35]",0.0916636599523566,-5.731773769343466,1,25,35
"[1, 25, 44]",0.01256635735249269,-0.07507155062403825,1,25,44
"[1, 25, 51]",0.035429356242524634,-9.388883959163085,1,25,51
"[1, 25, 53]",0.004018771503585292,-3.3071150922307595,1,25,53
"[1, 25, 57]",0.04445257154245017,2.2543943671277593,1,25,57
"[1, 25, 59]",0.0008096827226561897,-3.687470251888477,1,25,59
"[1, 25, 60]",0.03691319924864502,-14.727301501147124,1,25,60
"[1, 26, 34]",0.06408584926056866,-5.1090603110893635,1,26,34
"[1, 26, 38]",0.1513878188659976,11.282635476150432,1,26,38
"[1, 26, 42]",0.13448859830519733,0.4988684374573786,1,26,42
"[1, 26, 44]",5.553273265882205e-06,-0.3332708122033914,1,26,44
"[1, 26, 48]",0.04166896728427047,1.1284103399020484,1,26,48
"[1, 26, 59]",0.0937821557232644,3.3260301611440335,1,26,59
"[1, 26, 60]",0.046252859957362426,-8.056985179888999,1,26,60
"[1, 26, 64]",0.08648210695256309,-2.149750496641417,1,26,64
"[1, 26, 69]",0.011498049136616045,-2.512368164113141,1,26,69
"[1, 27, 31]",0.0682392724445271,1.9951249952921335,1,27,31
"[1, 27, 37]",0.14434145917687172,4.041281053841585,1,27,37
"[1, 27, 51]",0.08211443710347986,-2.2485914865901675,1,27,51
"[1, 27, 53]",0.03690402993051276,-0.1706287215529727,1,27,53
"[1, 27, 55]",8.322508127517275e-06,-2.69645773346247,1,27,55
"[1, 27, 56]",0.014127789393910203,-4.102113555138663,1,27,56
"[1, 27, 58]",0.04804938291422275,2.06026770637326,1,27,58
"[1, 27, 60]",0.0005525218499124663,-8.74215522736645,1,27,60
"[1, 27, 65]",0.036653597058255626,-0.448352465508135,1,27,65
"[1, 31, 38]",0.02306673830569031,-7.2701399259991435,1,31,38
"[1, 31, 44]",0.021354844432918258,-0.8671145572846299,1,31,44
"[1, 31, 49]",0.02306673830569031,-7.011251106155506,1,31,49
"[1, 31, 53]",0.06823927244452703,2.006263412126682,1,31,53
"[1, 31, 59]",0.02781391290255283,0.4807930795617175,1,31,59
"[1, 34, 35]",0.002086091096194792,-1.6585756074412004,1,34,35
"[1, 34, 36]",0.03036127316387095,-3.818478847162512,1,34,36
"[1, 34, 38]",0.029693674928489983,-1.0935161823174688,1,34,38
"[1, 34, 44]",0.016547511111091356,-3.2847751243432586,1,34,44
"[1, 34, 48]",0.04662019787531639,-4.020638344915035,1,34,48
"[1, 34, 49]",0.07095407565895796,1.0841441264021867,1,34,49
"[1, 34, 57]",0.029693674928489944,1.4812456734266508,1,34,57
"[1, 34, 60]",0.04053147720992866,-1.2630577176905111,1,34,60
"[1, 35, 36]",0.02273550539380916,-3.3234362291150754,1,35,36
"[1, 35, 37]",0.03433322150190563,-3.4727423827670085,1,35,37
"[1, 35, 38]",0.1513878188659976,1.8363115109875972,1,35,38
"[1, 35, 44]",0.04426454592250161,-9.507357731839406,1,35,44
"[1, 35, 56]",0.11407115324761526,0.4834877107193325,1,35,56
"[1, 35, 57]",0.1513878188659976,8.012798035041463,1,35,57
"[1, 35, 60]",0.026855750414323015,0.2419641688756187,1,35,60
"[1, 36, 38]",0.17117640746519744,9.494330612142992,1,36,38
"[1, 36, 53]",0.1711764074651971,1.6371561945602302,1,36,53
"[1, 36, 59]",0.02273550539380937,-2.383888045708768,1,36,59
"[1, 36, 60]",0.05527620574722018,-1.7035904464248723,1,36,60
"[1, 37, 39]",0.034333221501905355,-1.889692354081252,1,37,39
"[1, 37, 44]",0.020808988286485662,-3.482458976979462,1,37,44
"[1, 37, 49]",0.02916448070719564,-0.5732593371766157,1,37,49
"[1, 37, 58]",0.00013046689635608648,-2.1028040152971776,1,37,58
"[1, 37, 59]",0.14434145917687188,7.294331871256556,1,37,59
"[1, 37, 69]",0.03034699346781945,0.2005736006124188,1,37,69
"[1, 38, 39]",0.009211677611594644,0.2535718136319627,1,38,39
"[1, 38, 44]",0.029824763751159774,-3.703515466870242,1,38,44
"[1, 38, 49]",0.1513878188659976,8.12981370878058,1,38,49
"[1, 38, 57]",0.1513878188659976,13.74663471753294,1,38,57
"[1, 38, 60]",0.046252859957362426,-7.981398158242833,1,38,60
"[1, 38, 64]",0.08648210695256309,-2.9250679189370685,1,38,64
"[1, 38, 65]",0.03173377424004815,-3.957178078760928,1,38,65
"[1, 38, 69]",0.0384171935357924,0.034760467671978816,1,38,69
"[1, 39, 42]",0.0005503121475246425,-4.3903814402551165,1,39,42
"[1, 39, 44]",0.022398758036526144,-4.8849177225219655,1,39,44
"[1, 39, 49]",0.03539342601008852,-1.7721988828495745,1,39,49
"[1, 39, 51]",0.016647840116766226,-4.552264991637786,1,39,51
"[1, 39, 55]",0.11481438144622673,-1.7597391744962243,1,39,55
"[1, 39, 56]",0.015630391618157744,-0.9209279152521614,1,39,56
"[1, 39, 58]",0.09616896089705797,-1.5592915972553567,1,39,58
"[1, 39, 69]",0.011498049136616045,-1.7791975581718669,1,39,69
"[1, 42, 48]",0.043568820618673065,-5.69626860619386,1,42,48
"[1, 42, 49]",0.08929166049005115,2.1754521982427164,1,42,49
"[1, 42, 51]",0.0005095881278886724,-2.863671518586564,1,42,51
"[1, 42, 56]",0.013212139003920235,-4.0473046932557,1,42,56
"[1, 42, 57]",0.03162632544057798,1.583870623706204,1,42,57
"[1, 42, 59]",0.0005503121475247339,-4.318328033075787,1,42,59
"[1, 42, 60]",0.01867790880020025,-4.415342666334311,1,42,60
"[1, 42, 69]",0.0796502289074603,1.566457245237569,1,42,69
"[1, 44, 51]",0.09571831153543024,0.991454161182978,1,44,51
"[1, 44, 60]",0.032311787548687125,-9.16087928194382,1,44,60
"[1, 44, 64]",0.08230911705388128,-3.3448597277428416,1,44,64
"[1, 44, 65]",0.029531050781002318,-3.1545956446392704,1,44,65
"[1, 44, 69]",0.04811366505159041,-0.7043737418656129,1,44,69
"[1, 48, 49]",0.013645196602390141,-4.541758320140578,1,48,49
"[1, 48, 55]",0.05674398306101055,-2.9678280352747675,1,48,55
