1,2,5,A,B,C
"[0, 28, 55]",0.0564933108978317,0.8247397167102939,0,28,55
"[0, 28, 65]",0.04804938291422305,-0.0024512780782819377,0,28,65
"[0, 28, 66]",0.2364169544976281,2.4485868743209203,0,28,66
"[0, 28, 67]",0.23641695449762765,12.27813314496693,0,28,67
"[0, 37, 39]",0.23641695449762765,10.336189713396227,0,37,39
"[0, 37, 44]",0.17289662968924435,-7.252471411451843,0,37,44
"[0, 37, 54]",0.048049382914223435,1.825801068401184,0,37,54
"[0, 37, 58]",0.23641695449762765,8.763186742365725,0,37,58
"[0, 37, 61]",0.15605832387640498,-10.688599482010051,0,37,61
"[0, 39, 44]",0.03690402993051282,1.0593384465500613,0,39,44
"[0, 39, 47]",0.23641695449762765,5.072474451456088,0,39,47
"[0, 39, 55]",0.0564933108978317,-5.959305048826143,0,39,55
"[0, 39, 56]",0.23641695449762765,0.7268811569928069,0,39,56
"[0, 39, 58]",0.23641695449762765,10.3702207982019,0,39,58
"[0, 39, 61]",0.23641695449762765,10.646356777197404,0,39,61
"[0, 41, 53]",0.03262300690193424,0.6715133327366383,0,41,53
"[0, 41, 55]",0.08881777024233628,-7.503696603337583,0,41,55
"[0, 41, 65]",0.09616896089705797,-2.1263189450076903,0,41,65
"[0, 41, 66]",0.1513878188659976,5.635643789338857,0,41,66
"[0, 42, 46]",0.2364169544976277,1.4653977624827164,0,42,46
"[0, 42, 49]",0.2364169544976277,4.792202994276155,0,42,49
"[0, 42, 50]",0.022044875173659325,-0.306074956160725,0,42,50
"[0, 42, 61]",0.2364169544976277,7.363131654444118,0,42,61
"[0, 42, 67]",0.2364169544976277,8.66126995460494,0,42,67
"[0, 44, 56]",0.03690402993051272,-7.3002420316476035,0,44,56
"[0, 44, 58]",0.03690402993051272,-1.3041657907514406,0,44,58
"[0, 44, 61]",0.09167337432129367,-10.25637152869708,0,44,61
"[0, 44, 65]",0.003216182706296773,-12.096374499171882,0,44,65
"[0, 44, 67]",0.17289662968924435,-8.337092633489847,0,44,67
"[0, 46, 47]",0.23641695449762765,2.4723903687179067,0,46,47
"[0, 46, 56]",0.23641695449762765,-0.6199910315905584,0,46,56
"[0, 46, 58]",0.23641695449762765,2.241890753088964,0,46,58
"[0, 46, 65]",0.04804938291422305,-3.279215533564523,0,46,65
"[0, 46, 66]",0.2364169544976281,0.6617733837837712,0,46,66
"[0, 46, 67]",0.15605832387640498,-0.7086607915044709,0,46,67
"[0, 47, 53]",0.22068216945808425,5.67824974774522,0,47,53
"[0, 47, 54]",0.2364169544976279,6.5429276864217805,0,47,54
"[0, 47, 61]",0.23641695449762765,9.806351050535417,0,47,61
"[0, 47, 66]",0.2364169544976281,6.334292393406331,0,47,66
"[0, 47, 67]",0.23641695449762765,9.065471937630797,0,47,67
"[0, 49, 54]",0.226973258398465,5.781896456747291,0,49,54
"[0, 49, 55]",0.0564933108978317,-3.9788989734261886,0,49,55
"[0, 49, 65]",0.04804938291422305,-0.8201669016644164,0,49,65
"[0, 49, 67]",0.15605832387640498,-2.7242512143286284,0,49,67
"[0, 50, 55]",0.08062568638804121,-10.304827055374199,0,50,55
"[0, 50, 61]",0.03690402993051289,0.08850235406054807,0,50,61
"[0, 53, 54]",0.004911270168153768,1.3839455422846774,0,53,54
"[0, 53, 55]",0.040767557292848186,-7.961828404029246,0,53,55
"[0, 53, 56]",0.2206821694580842,1.7578891423459595,0,53,56
"[0, 53, 58]",0.13980061227195112,-3.427427106959456,0,53,58
"[0, 53, 65]",0.03262300690193417,0.28500879917345845,0,53,65
"[0, 54, 65]",0.09616896089705797,-2.5629731220738807,0,54,65
"[0, 56, 58]",0.23641695449762765,2.4877349011375682,0,56,58
"[0, 56, 61]",0.010490166649873251,-4.194604166183611,0,56,61
"[0, 56, 65]",0.04804938291422305,-2.637833378259629,0,56,65
"[0, 58, 67]",0.23641695449762765,4.148814000118261,0,58,67
"[0, 61, 65]",0.04804938291422305,0.794441032020381,0,61,65
"[0, 65, 66]",0.09616896089705787,-3.1032480581374147,0,65,66
"[1, 2, 3]",0.04804938291422341,-3.697569186577539,1,2,3
"[1, 2, 9]",0.2364169544976279,4.800964553371138,1,2,9
"[1, 2, 35]",0.2364169544976279,10.864752612052293,1,2,35
"[1, 2, 37]",0.23641695449762745,6.716047160911334,1,2,37
"[1, 2, 38]",0.2364169544976279,10.298153422951305,1,2,38
"[1, 2, 39]",0.2364169544976279,10.138526814345996,1,2,39
"[1, 2, 42]",0.23641695449762745,7.995071155634752,1,2,42
"[1, 2, 65]",0.23641695449762745,2.407389643533726,1,2,65
"[1, 2, 69]",0.23641695449762745,3.3337930636211865,1,2,69
"[1, 3, 14]",0.2364169544976277,9.261348459536158,1,3,14
"[1, 3, 20]",0.1513878188659976,3.991464190707279,1,3,20
"[1, 3, 31]",0.04804938291422313,1.3422183613799277,1,3,31
"[1, 3, 34]",0.0961689608970579,-8.188602175557037,1,3,34
"[1, 3, 37]",0.2364169544976277,9.685195308312721,1,3,37
"[1, 3, 38]",0.1513878188659976,8.66422226661593,1,3,38
"[1, 3, 51]",0.1513878188659976,4.727954081091792,1,3,51
"[1, 3, 60]",0.0480493829142231,2.1356765779324327,1,3,60
"[1, 3, 69]",0.23641695449762826,2.5911477542273817,1,3,69
"[1, 4, 5]",0.1513878188659976,13.321608824644072,1,4,5
"[1, 4, 9]",0.1513878188659976,5.560166098662915,1,4,9
"[1, 4, 31]",0.025469316002476185,-8.812389486861989,1,4,31
"[1, 4, 35]",0.1513878188659976,10.118417012878234,1,4,35
"[1, 4, 38]",0.1513878188659976,12.221400388325947,1,4,38
"[1, 4, 39]",0.1513878188659976,13.63809642058682,1,4,39
"[1, 4, 42]",0.14863427917994645,-5.071756745662747,1,4,42
"[1, 4, 48]",0.04804938291422313,1.7103979494368993,1,4,48
"[1, 4, 57]",0.1513878188659976,15.24054627983844,1,4,57
"[1, 4, 58]",0.20369487960922386,2.4850120554888413,1,4,58
"[1, 4, 60]",0.23091043237757686,14.451840301213533,1,4,60
"[1, 4, 64]",0.2364169544976277,5.208631502137827,1,4,64
"[1, 5, 9]",0.0961689608970578,-1.3773227262027152,1,5,9
"[1, 5, 14]",0.2364169544976277,16.18000216684341,1,5,14
"[1, 5, 15]",0.2364169544976277,12.272135883718171,1,5,15
"[1, 5, 18]",0.1513878188659976,3.813113996701828,1,5,18
"[1, 5, 19]",0.04804938291422317,2.4449658757445647,1,5,19
"[1, 5, 20]",0.1513878188659976,4.855483839336445,1,5,20
"[1, 5, 31]",0.0961689608970579,-8.807760378746243,1,5,31
"[1, 5, 34]",0.0961689608970579,-7.791950518079822,1,5,34
"[1, 5, 36]",0.09412399302040476,3.4638615905030328,1,5,36
"[1, 5, 48]",0.0961689608970579,-1.101069226814497,1,5,48
"[1, 5, 49]",0.1513878188659976,9.550290623174279,1,5,49
"[1, 5, 55]",0.17289662968924474,-1.1766927685793744,1,5,55
"[1, 5, 56]",0.1513878188659976,2.7232931238223244,1,5,56
"[1, 9, 14]",0.1728966296892447,-8.326398540921272,1,9,14
"[1, 9, 18]",0.06145256082206725,-5.006661198636152,1,9,18
"[1, 9, 20]",0.1513878188659976,3.2936952480715203,1,9,20
"[1, 9, 25]",0.2364169544976277,5.477530698701943,1,9,25
"[1, 9, 31]",0.04804938291422313,-6.399664840092702,1,9,31
"[1, 9, 36]",0.10690159234251184,-0.7509079670038004,1,9,36
"[1, 9, 37]",0.23641695449762776,4.551301771094087,1,9,37
"[1, 9, 39]",0.009754484301556844,-0.9321552490330659,1,9,39
"[1, 9, 48]",0.0961689608970579,-0.5704129471446491,1,9,48
"[1, 9, 53]",0.10690159234251184,-0.7091844489608015,1,9,53
"[1, 9, 55]",0.02204487517365917,-0.5358762113358146,1,9,55
"[1, 9, 56]",0.1513878188659976,1.8516255083485424,1,9,56
"[1, 9, 69]",0.08745340566788545,-1.2103149956005348,1,9,69
"[1, 14, 18]",0.2364169544976281,4.0227281928721865,1,14,18
"[1, 14, 20]",0.2364169544976281,5.47432861378978,1,14,20
"[1, 14, 34]",0.04804938291422308,2.075875520090932,1,14,34
"[1, 14, 39]",0.2364169544976281,11.271728708117296,1,14,39
"[1, 14, 42]",0.23641695449762765,14.96664239947556,1,14,42
"[1, 14, 44]",0.2364169544976281,12.940231289445178,1,14,44
"[1, 14, 55]",0.1728966296892446,-3.484094054874985,1,14,55
"[1, 14, 60]",0.23641695449762765,5.935622916817407,1,14,60
"[1, 14, 64]",0.036904029930512734,-2.821291156613181,1,14,64
"[1, 14, 69]",0.23641695449762765,7.581500692616481,1,14,69
"[1, 15, 25]",0.15605832387640498,0.0473737352063921,1,15,25
"[1, 15, 38]",0.2364169544976281,6.505287764486947,1,15,38
"[1, 15, 42]",0.1560583238764048,0.2523942582396188,1,15,42
"[1, 15, 44]",0.2364169544976281,10.326122715148172,1,15,44
"[1, 17, 18]",0.1513878188659976,8.490086485513135,1,17,18
"[1, 17, 19]",0.2364169544976277,8.167008602987679,1,17,19
"[1, 17, 20]",0.1513878188659976,1.0036528601834904,1,17,20
"[1, 17, 22]",0.2364169544976277,7.5729228946305085,1,17,22
"[1, 17, 26]",0.1513878188659976,15.567732440096929,1,17,26
"[1, 17, 31]",0.0961689608970579,-9.829906393227633,1,17,31
"[1, 17, 34]",0.0961689608970579,-7.7872884958167745,1,17,34
"[1, 17, 36]",0.2364169544976277,2.2278668548294167,1,17,36
"[1, 17, 42]",0.2364169544976277,5.3461274220308255,1,17,42
"[1, 17, 44]",0.1513878188659976,10.46470227503525,1,17,44
"[1, 17, 55]",0.17289662968924474,-4.220434416101426,1,17,55
"[1, 17, 56]",0.1513878188659976,2.465544092572461,1,17,56
"[1, 17, 59]",0.1513878188659976,5.007927019588402,1,17,59
"[1, 17, 60]",0.2364169544976277,14.108188630442045,1,17,60
"[1, 17, 65]",0.2364169544976277,2.635187414621214,1,17,65
"[1, 17, 69]",0.2364169544976277,1.1872385885011898,1,17,69
"[1, 18, 20]",0.0961689608970578,-0.13618594272487772,1,18,20
"[1, 18, 35]",0.1513878188659976,7.0323120035104925,1,18,35
"[1, 18, 42]",0.2364169544976277,8.98451739523032,1,18,42
"[1, 18, 51]",0.1513878188659976,4.050504466084618,1,18,51
"[1, 18, 56]",0.1513878188659976,2.2573306828608004,1,18,56
"[1, 18, 60]",0.2364169544976277,9.15787501364801,1,18,60
"[1, 18, 65]",0.2364169544976277,1.8792616719541728,1,18,65
"[1, 18, 69]",0.2364169544976277,4.58136607592018,1,18,69
"[1, 19, 25]",0.23641695449762765,4.803022622105915,1,19,25
"[1, 19, 31]",0.04804938291422308,1.9925460626098968,1,19,31
"[1, 19, 34]",0.04804938291422308,2.9391857927255916,1,19,34
"[1, 19, 35]",0.053114991029164185,-0.4356523299507487,1,19,35
"[1, 19, 39]",0.048049382914223435,3.0003419661696924,1,19,39
"[1, 19, 48]",0.04804938291422308,-0.6901346348192519,1,19,48
"[1, 19, 56]",0.2364169544976281,3.513704662655158,1,19,56
"[1, 19, 58]",0.23641695449762765,0.0049787220942434365,1,19,58
"[1, 19, 65]",0.23641695449762765,2.870394111794024,1,19,65
"[1, 20, 25]",0.2364169544976277,4.834030713860827,1,20,25
"[1, 20, 34]",0.04804938291422313,-4.791257539713102,1,20,34
"[1, 20, 35]",0.1513878188659976,5.9968756090601785,1,20,35
"[1, 20, 37]",0.0480493829142231,-2.692768425906067,1,20,37
"[1, 20, 39]",0.1513878188659976,5.851828576526472,1,20,39
"[1, 20, 49]",0.1513878188659976,5.0103977646209845,1,20,49
"[1, 20, 55]",0.17289662968924474,-2.15388870269805,1,20,55
"[1, 20, 60]",0.2364169544976277,5.234871951522613,1,20,60
"[1, 20, 64]",0.2364169544976277,3.15389388306461,1,20,64
"[1, 20, 65]",0.2364169544976277,1.3684368003976513,1,20,65
"[1, 22, 25]",0.15605832387640498,-6.186201552105285,1,22,25
"[1, 22, 27]",0.08876602434897117,0.11312675565264207,1,22,27
"[1, 22, 31]",0.15605832387640475,-8.814115226455357,1,22,31
"[1, 22, 34]",0.15605832387640475,-7.737910876439103,1,22,34
"[1, 22, 35]",0.09412399302040517,3.7379541869590014,1,22,35
"[1, 22, 37]",0.23641695449762765,9.866052280870797,1,22,37
"[1, 22, 42]",0.23641695449762765,6.764012197759158,1,22,42
"[1, 22, 51]",0.17289662968924446,-3.2236586457976166,1,22,51
"[1, 22, 55]",0.1728966296892446,-1.4756367868555809,1,22,55
"[1, 22, 56]",0.2364169544976281,1.5373648202661343,1,22,56
"[1, 22, 57]",0.2364169544976281,4.022216099962998,1,22,57
"[1, 22, 59]",0.2364169544976281,11.052660138950236,1,22,59
"[1, 22, 60]",0.23641695449762765,8.225417646888108,1,22,60
"[1, 22, 65]",0.23641695449762765,1.106119056194494,1,22,65
"[1, 25, 34]",0.04804938291422308,0.2871886094208165,1,25,34
"[1, 25, 37]",0.23641695449762765,8.464765772930841,1,25,37
"[1, 25, 44]",0.2364169544976281,9.651426916534014,1,25,44
"[1, 25, 53]",0.23641695449762765,8.502995839658155,1,25,53
"[1, 25, 55]",0.0369040299305125,-4.539377850058719,1,25,55
"[1, 25, 56]",0.048049382914223435,-1.2938978969462234,1,25,56
"[1, 25, 57]",0.2364169544976281,9.838353868494902,1,25,57
"[1, 25, 59]",0.2364169544976281,10.717199717845592,1,25,59
"[1, 26, 34]",0.0961689608970579,-7.6474639570648915,1,26,34
"[1, 26, 38]",0.1513878188659976,11.282635476150432,1,26,38
"[1, 26, 42]",0.2364169544976277,4.483188819504399,1,26,42
"[1, 26, 48]",0.04804938291422313,1.709847007164644,1,26,48
"[1, 26, 59]",0.1513878188659976,4.222630617079904,1,26,59
"[1, 27, 31]",0.04804938291422308,0.4927489155287077,1,27,31
"[1, 27, 34]",0.15605832387640475,-8.073182741731898,1,27,34
"[1, 27, 37]",0.23641695449762765,7.377778250315485,1,27,37
"[1, 27, 51]",0.10690159234251173,-1.855873171075875,1,27,51
"[1, 27, 53]",0.23641695449762765,3.0173405343066046,1,27,53
"[1, 27, 55]",0.1728966296892446,-3.5465945458324883,1,27,55
"[1, 27, 56]",0.2364169544976281,1.7983454264335066,1,27,56
"[1, 27, 58]",0.23641695449762765,4.204819476762853,1,27,58
"[1, 27, 60]",0.1637589577115333,-1.8617175708922458,1,27,60
"[1, 27, 65]",0.23641695449762765,1.4122703823483445,1,27,65
"[1, 31, 38]",0.09616896089705787,-8.720715118922818,1,31,38
"[1, 31, 42]",0.15605832387640484,-8.636524377222237,1,31,42
"[1, 31, 44]",0.04804938291422334,1.7579579641098846,1,31,44
"[1, 31, 49]",0.09616896089705787,-8.342005553867589,1,31,49
"[1, 31, 53]",0.048049382914223164,-0.5801931896711494,1,31,53
"[1, 31, 59]",0.04804938291422334,3.292740984244986,1,31,59
"[1, 31, 60]",0.15605832387640484,-9.590951446214753,1,31,60
"[1, 31, 64]",0.15605832387640484,-8.68040659158548,1,31,64
"[1, 34, 35]",0.09616896089705787,-6.3250906190602185,1,34,35
"[1, 34, 36]",0.048049382914223164,-4.83726049913945,1,34,36
"[1, 34, 37]",0.048049382914223164,0.28617357232888097,1,34,37
"[1, 34, 38]",0.04804938291422334,2.7041679777595067,1,34,38
"[1, 34, 42]",0.048049382914223164,-2.4931360245681202,1,34,42
"[1, 34, 44]",0.09616896089705787,-7.952109956292411,1,34,44
"[1, 34, 49]",0.04229342403762449,-12.766233398584433,1,34,49
"[1, 34, 55]",0.003216182706296794,-8.881560119028435,1,34,55
"[1, 34, 56]",0.003216182706296769,-10.123008902451351,1,34,56
"[1, 34, 57]",0.04229342403762449,-7.0969614081317225,1,34,57
"[1, 34, 58]",0.048049382914223164,-7.36833188734105,1,34,58
"[1, 34, 60]",0.048049382914223164,1.0493083012552873,1,34,60
"[1, 35, 38]",0.1513878188659976,1.8363115109875972,1,35,38
"[1, 35, 57]",0.1513878188659976,8.012798035041463,1,35,57
"[1, 35, 60]",0.2364169544976277,15.556643298219266,1,35,60
"[1, 36, 38]",0.2364169544976281,13.045011340429776,1,36,38
"[1, 36, 53]",0.2300690492498123,5.0482449238217155,1,36,53
"[1, 36, 55]",0.1728966296892446,-0.4578546746481775,1,36,55
"[1, 36, 60]",0.23641695449762765,9.520892762092846,1,36,60
"[1, 36, 64]",0.23641695449762765,4.818862830646884,1,36,64
"[1, 37, 49]",0.2364169544976281,8.936227806962652,1,37,49
"[1, 37, 58]",0.23641695449762765,3.3782449515663195,1,37,58
"[1, 37, 59]",0.2364169544976281,10.630829067730462,1,37,59
"[1, 37, 69]",0.23641695449762765,7.24865389551306,1,37,69
"[1, 38, 44]",0.1513878188659976,12.050095368845366,1,38,44
"[1, 38, 49]",0.1513878188659976,8.12981370878058,1,38,49
"[1, 38, 57]",0.1513878188659976,13.74663471753294,1,38,57
"[1, 38, 69]",0.04804938291422308,0.7609348003908885,1,38,69
"[1, 39, 55]",0.02204487517365917,-3.0506214648141725,1,39,55
"[1, 39, 56]",0.1513878188659976,0.7283316468867547,1,39,56
"[1, 42, 48]",0.15605832387640475,-0.32957509408929303,1,42,48
"[1, 42, 49]",0.2364169544976281,9.531876243420218,1,42,49
"[1, 42, 57]",0.2364169544976281,15.026031940520422,1,42,57
"[1, 42, 60]",0.23641695449762765,7.5175444768770205,1,42,60
"[1, 42, 69]",0.23641695449762765,7.799629292895587,1,42,69
"[1, 44, 51]",0.1513878188659976,4.169580148581447,1,44,51
"[1, 44, 58]",0.2364169544976277,3.335616523775318,1,44,58
"[1, 44, 69]",0.04804938291422308,0.7010667577178289,1,44,69
"[1, 48, 49]",0.04804938291422334,1.0724288440899237,1,48,49
"[1, 48, 55]",0.003216182706296794,-3.2243269996946946,1,48,55
"[1, 48, 58]",0.08800398316804361,-1.3555232544881621,1,48,58
"[1, 48, 59]",0.04229342403762449,-1.4222604698072794,1,48,59
"[1, 48, 65]",0.15605832387640484,-1.0982150759667215,1,48,65
"[1, 48, 69]",0.048049382914223164,1.2340982861118273,1,48,69
"[1, 49, 55]",0.02204487517365917,-1.302679132131498,1,49,55
"[1, 49, 58]",0.2364169544976277,3.3502360347699134,1,49,58
"[1, 49, 59]",0.0961689608970578,-3.037671732460772,1,49,59
"[1, 51, 55]",0.02204487517365917,-0.9120671466631088,1,51,55
"[1, 51, 58]",0.04804938291422308,-1.1495342678976288,1,51,58
"[1, 51, 59]",0.1513878188659976,6.067513412787303,1,51,59
"[1, 53, 55]",0.1728966296892446,-3.9483321745512754,1,53,55
"[1, 53, 58]",0.15605832387640484,-2.547230665630053,1,53,58
"[1, 53, 65]",0.23641695449762765,2.7671386641324744,1,53,65
"[1, 55, 59]",0.022044875173659117,0.4206821266552812,1,55,59
"[1, 55, 60]",0.036904029930512776,-0.2199208299401434,1,55,60
"[1, 55, 64]",0.1728966296892448,-1.3722444658210886,1,55,64
"[1, 55, 69]",0.1728966296892448,-3.4506825348862176,1,55,69
"[1, 56, 57]",0.1513878188659976,3.4743290673707663,1,56,57
"[1, 57, 59]",0.1513878188659976,3.6045808538714836,1,57,59
"[1, 57, 69]",0.04804938291422308,-4.074431702052846,1,57,69
"[1, 58, 60]",0.15605832387640498,-6.938215025499005,1,58,60
"[1, 58, 65]",0.15605832387640498,-6.605419668990885,1,58,65
"[1, 60, 65]",0.23641695449762765,2.130189884454204,1,60,65
"[2, 3, 5]",0.04804938291422317,-11.119066200154855,2,3,5
"[2, 3, 11]",0.09616896089705787,-13.093820504968665,2,3,11
"[2, 3, 13]",0.09616896089705787,-12.9432257334899,2,3,13
"[2, 3, 14]",0.15605832387640484,-12.928134859042268,2,3,14
"[2, 3, 19]",0.048049382914223164,-2.0544970193009213,2,3,19
"[2, 3, 37]",0.04804938291422334,-4.252777763356441,2,3,37
"[2, 3, 38]",0.048049382914223164,-4.91807549969932,2,3,38
"[2, 3, 51]",0.09616896089705787,-12.827314234244325,2,3,51
"[2, 3, 66]",0.003216182706296769,-14.83012511290642,2,3,66
"[2, 3, 69]",0.04804938291422317,-12.307712752964767,2,3,69
"[2, 4, 5]",0.1513878188659976,6.924890233748813,2,4,5
"[2, 4, 6]",0.03236592020661445,0.8429905107505776,2,4,6
"[2, 4, 24]",0.1513878188659976,-1.2390419108758255,2,4,24
"[2, 4, 42]",0.03236592020661445,0.05444711951832737,2,4,42
"[2, 4, 46]",0.1728966296892442,-3.0320988163246065,2,4,46
"[2, 4, 60]",0.23091043237757686,14.802444130789882,2,4,60
"[2, 4, 65]",0.1513878188659976,5.6636530972224115,2,4,65
"[2, 5, 6]",0.1513878188659976,3.546989560560041,2,5,6
"[2, 5, 9]",0.04804938291422308,-0.07562308518070537,2,5,9
"[2, 5, 11]",0.1513878188659976,7.1903170116003885,2,5,11
"[2, 5, 14]",0.2364169544976277,7.290322365051516,2,5,14
"[2, 5, 19]",0.04804938291422317,0.2377373707682047,2,5,19
"[2, 5, 24]",0.1513878188659976,0.8890800954108862,2,5,24
"[2, 5, 30]",0.04804938291422317,0.8800774505816094,2,5,30
"[2, 5, 37]",0.1513878188659976,5.877322164310742,2,5,37
"[2, 5, 38]",0.2364169544976277,6.822769889170673,2,5,38
"[2, 5, 69]",0.1513878188659976,2.8786610908965238,2,5,69
"[2, 6, 11]",0.09616896089705768,-6.269256402224343,2,6,11
"[2, 6, 16]",0.2364169544976277,2.189896448218427,2,6,16
"[2, 6, 33]",0.1513878188659976,15.441855512382785,2,6,33
"[2, 6, 46]",0.02204487517365936,-0.09414280415345287,2,6,46
